ID,Img URL,Img Name,Desc (S),caption_original,is_arabic,caption_en,caption_train
1424,148.jpg,148.jpg,تُظهر الصورة بالأبيض والأسود تجمعاً كبيراً من الناس يقفون في منطقة رملية مفتوحة. يحيط بهم منظر طبيعي صحراوي خالٍ من النباتات مع تلال رملية في الخلفية.,تُظهر الصورة بالأبيض والأسود تجمعاً كبيراً من الناس يقفون في منطقة رملية مفتوحة. يحيط بهم منظر طبيعي صحراوي خالٍ من النباتات مع تلال رملية في الخلفية.,True,The picture in black and white shows a large crowd of people standing in an open sand zone surrounded by a plant-free desert landscape with sand hills in the background.,The picture in black and white shows a large crowd of people standing in an open sand zone surrounded by a plant-free desert landscape with sand hills in the background.
1425,149.jpg,149.jpg,يظهر في الصورة رجل متوسط العمر بشعر رمادي ولحية، يرتدي نظارة شمسية زرقاء على رأسه ويبتسم للكاميرا.,يظهر في الصورة رجل متوسط العمر بشعر رمادي ولحية، يرتدي نظارة شمسية زرقاء على رأسه ويبتسم للكاميرا.,True,"The image shows a middle-aged man with gray hair and beard, wearing blue sunglasses on his head and smiling at the camera.","The image shows a middle-aged man with gray hair and beard, wearing blue sunglasses on his head and smiling at the camera."
1426,150.jpg,150.jpg,شاب يرتدي قميص بولو أبيض مخطط بخطوط زرقاء وحمراء، ينظر إلى الأمام بابتسامة خفيفة ورأسه مائل. تظهر خلفه خلفية جدارية ملونة بألوان زاهية مثل الأصفر والأحمر.,شاب يرتدي قميص بولو أبيض مخطط بخطوط زرقاء وحمراء، ينظر إلى الأمام بابتسامة خفيفة ورأسه مائل. تظهر خلفه خلفية جدارية ملونة بألوان زاهية مثل الأصفر والأحمر.,True,"A young man wearing a white polo shirt with blue and red stripes, looking forward with a light smile and his head leaning, showing behind him a mural background of bright colors such as yellow and red.","A young man wearing a white polo shirt with blue and red stripes, looking forward with a light smile and his head leaning, showing behind him a mural background of bright colors such as yellow and red."
1427,126.jpg,126.jpg,تظهر في الصورة شابة ذات شعر داكن ونظارات تبتسم، وخلفها نباتات خضراء مع أزهار وردية وجزء من جدار.,تظهر في الصورة شابة ذات شعر داكن ونظارات تبتسم، وخلفها نباتات خضراء مع أزهار وردية وجزء من جدار.,True,"The picture shows a young woman with dark hair and glasses smiling, with green plants behind her with pink flowers and part of a wall.","The picture shows a young woman with dark hair and glasses smiling, with green plants behind her with pink flowers and part of a wall."
1428,127.jpg,127.jpg,تُظهر الصورة مشهدًا حضريًا مكتظًا بمركبات الطوارئ والأشخاص، حيث تتواجد سيارات إسعاف وإطفاء وشرطة. يتجمع حشد من الناس حول منطقة يبدو فيها واجهة مبنى متضررة بوضوح.,تُظهر الصورة مشهدًا حضريًا مكتظًا بمركبات الطوارئ والأشخاص، حيث تتواجد سيارات إسعاف وإطفاء وشرطة. يتجمع حشد من الناس حول منطقة يبدو فيها واجهة مبنى متضررة بوضوح.,True,"The picture shows a crowded urban scene with emergency vehicles and people, with ambulances, fire and police. A crowd gathers around an area where the front of a building is clearly damaged.","The picture shows a crowded urban scene with emergency vehicles and people, with ambulances, fire and police. A crowd gathers around an area where the front of a building is clearly damaged."
1429,128.jpg,128.jpg,تُظهر الصورة وجه رجل بشعر مجعّد ولحية، ينظر مباشرة إلى الكاميرا. يرتدي قميصاً داكناً.,تُظهر الصورة وجه رجل بشعر مجعّد ولحية، ينظر مباشرة إلى الكاميرا. يرتدي قميصاً داكناً.,True,"The picture shows a man's face with curly hair and beard, looking straight at the camera, wearing a dark shirt.","The picture shows a man's face with curly hair and beard, looking straight at the camera, wearing a dark shirt."
1430,129.jpg,129.jpg,تُظهر الصورة رجلاً أصلع يبتسم ابتسامة عريضة، ولديه شارب ولحية خفيفة.,تُظهر الصورة رجلاً أصلع يبتسم ابتسامة عريضة، ولديه شارب ولحية خفيفة.,True,"The picture shows a bald guy who smiles big, and has a moustache and a light beard.","The picture shows a bald guy who smiles big, and has a moustache and a light beard."
1431,130.jpg,130.jpg,"تُظهر الصورة مبانٍ متضررة في الجزء العلوي، مع الرقم ""22 شهراً"" باللون الأحمر. وفي الجزء السفلي، يظهر حقل مليء بصور على أعمدة وأعلام إسرائيلية، بينما يجثو شخص يرتدي زيًا عسكريًا بالقرب.","تُظهر الصورة مبانٍ متضررة في الجزء العلوي، مع الرقم ""22 شهراً"" باللون الأحمر. وفي الجزء السفلي، يظهر حقل مليء بصور على أعمدة وأعلام إسرائيلية، بينما يجثو شخص يرتدي زيًا عسكريًا بالقرب.",True,"The picture shows damaged buildings in the upper part, with the number ""22 months"" in red. In the lower part, a field full of images appears on Israeli columns and flags, while a person in military uniform is found nearby.","The picture shows damaged buildings in the upper part, with the number ""22 months"" in red. In the lower part, a field full of images appears on Israeli columns and flags, while a person in military uniform is found nearby."
1432,131.jpg,131.jpg,يظهر رجل مبتسم يرتدي قميصاً أبيض، مع شعر قصير داكن ممزوج ببعض الشيب، وخلفية ضبابية فاتحة.,يظهر رجل مبتسم يرتدي قميصاً أبيض، مع شعر قصير داكن ممزوج ببعض الشيب، وخلفية ضبابية فاتحة.,True,"A smiling man appears to be wearing a white shirt, with a dark short hair mixed with some grape, and a light fog background.","A smiling man appears to be wearing a white shirt, with a dark short hair mixed with some grape, and a light fog background."
1433,132.jpg,132.jpg,يظهر عدد كبير من المظلات تهبط في السماء، بينما تتوزع أسفلها مبانٍ متضررة وأخرى قيد الإنشاء في منطقة سكنية.,يظهر عدد كبير من المظلات تهبط في السماء، بينما تتوزع أسفلها مبانٍ متضررة وأخرى قيد الإنشاء في منطقة سكنية.,True,"A large number of parachutes appear to land in the sky, while damaged buildings and buildings under construction are distributed in a residential area.","A large number of parachutes appear to land in the sky, while damaged buildings and buildings under construction are distributed in a residential area."
1434,133.jpg,133.jpg,تظهر الصورة شاباً مبتسماً بلحية وشعر كثيف داكن، يرتدي قميصاً داكناً مع نظارة شمسية معلقة. في الخلفية، يظهر مشهد خارجي يضم البحر الأزرق والسماء الصافية ومظلات فاتحة اللون.,تظهر الصورة شاباً مبتسماً بلحية وشعر كثيف داكن، يرتدي قميصاً داكناً مع نظارة شمسية معلقة. في الخلفية، يظهر مشهد خارجي يضم البحر الأزرق والسماء الصافية ومظلات فاتحة اللون.,True,"The picture shows a young man smiling with a beard and dark hair, wearing a dark shirt with hanging sunglasses. In the background, it shows an outside scene that includes the blue sea, clear sky, and light-coloured umbrellas.","The picture shows a young man smiling with a beard and dark hair, wearing a dark shirt with hanging sunglasses. In the background, it shows an outside scene that includes the blue sea, clear sky, and light-coloured umbrellas."
1435,134.jpg,134.jpg,تُظهر الصورة رجلاً يبتسم بشعر بني ولحية خفيفة، مرتدياً قميصاً داكناً. تظهر خلفية داكنة مع بعض الأشكال الذهبية غير الواضحة.,تُظهر الصورة رجلاً يبتسم بشعر بني ولحية خفيفة، مرتدياً قميصاً داكناً. تظهر خلفية داكنة مع بعض الأشكال الذهبية غير الواضحة.,True,"The picture shows a man smiling with a brown hair and a light beard, wearing a dark shirt, showing a dark background with some unclear gold shapes.","The picture shows a man smiling with a brown hair and a light beard, wearing a dark shirt, showing a dark background with some unclear gold shapes."
1436,135.jpg,135.jpg,يظهر طفل صغير بشعر أحمر قصير وهو يبتسم ابتسامة خفيفة ويرتدي رداءً داكناً.,يظهر طفل صغير بشعر أحمر قصير وهو يبتسم ابتسامة خفيفة ويرتدي رداءً داكناً.,True,A little kid shows up with short red hair smiling lightly and wearing a dark robe.,A little kid shows up with short red hair smiling lightly and wearing a dark robe.
1437,136.jpg,136.jpg,تُظهر الصورة وجه رجل ذي لحية داكنة يبتسم، وتظهر أسنانه بوضوح.,تُظهر الصورة وجه رجل ذي لحية داكنة يبتسم، وتظهر أسنانه بوضوح.,True,"The picture shows the face of a man with a dark beard smiling, and his teeth clearly showing.","The picture shows the face of a man with a dark beard smiling, and his teeth clearly showing."
1438,137.jpg,137.jpg,تُظهر الصورة لقطة مقربة لرجل يبتسم، بشعر قصير فاتح من الأعلى وداكن من الجوانب، ولحية وعينين زرقاوين. يرتدي الرجل سترة داكنة ذات بطانة بيضاء.,تُظهر الصورة لقطة مقربة لرجل يبتسم، بشعر قصير فاتح من الأعلى وداكن من الجوانب، ولحية وعينين زرقاوين. يرتدي الرجل سترة داكنة ذات بطانة بيضاء.,True,"The picture shows a close shot of a guy smiling, with light short hair from the top and dark on the sides, beard and blue eyes. The guy wears a dark jacket with a white lining.","The picture shows a close shot of a guy smiling, with light short hair from the top and dark on the sides, beard and blue eyes. The guy wears a dark jacket with a white lining."
1439,138.jpg,138.jpg,تظهر الصورة شابًا بشعر قصير ولحية خفيفة وعينين فاتحتين، يرتدي قميصًا أبيض ويجلس داخل سيارة.,تظهر الصورة شابًا بشعر قصير ولحية خفيفة وعينين فاتحتين، يرتدي قميصًا أبيض ويجلس داخل سيارة.,True,"The picture shows a young man with short hair, a light beard and two light eyes, wearing a white shirt and sitting in a car.","The picture shows a young man with short hair, a light beard and two light eyes, wearing a white shirt and sitting in a car."
1440,139.jpg,139.jpg,مشهد علوي لمدينة مكتظة بالمباني السكنية والشوارع التي تسير فيها السيارات، ويظهر البحر وميناء في الأفق البعيد.,مشهد علوي لمدينة مكتظة بالمباني السكنية والشوارع التي تسير فيها السيارات، ويظهر البحر وميناء في الأفق البعيد.,True,"An upper scene of a city crowded with residential buildings and streets in which cars walk, and a sea and a port appear on the far horizon.","An upper scene of a city crowded with residential buildings and streets in which cars walk, and a sea and a port appear on the far horizon."
1441,140.jpg,140.jpg,"تظهر لافتة سوداء كبيرة مكتوب عليها ""SAVE THEM"" وشريط أصفر معلقة فوق حاجز صخري في البحر. يسبح بعض الأشخاص في المياه الزرقاء الصافية، بينما يبحر قارب شراعي أبيض في الخلفية.","تظهر لافتة سوداء كبيرة مكتوب عليها ""SAVE THEM"" وشريط أصفر معلقة فوق حاجز صخري في البحر. يسبح بعض الأشخاص في المياه الزرقاء الصافية، بينما يبحر قارب شراعي أبيض في الخلفية.",True,"There is a big black sign that says ""SAVE THEM"" and a yellow tape hanging over a rocky barrier at sea. Some people swim in clear blue waters, while a white sailboat sails in the background.","There is a big black sign that says ""SAVE THEM"" and a yellow tape hanging over a rocky barrier at sea. Some people swim in clear blue waters, while a white sailboat sails in the background."
1442,141.jpg,141.jpg,"تُظهر الصورة رجلًا يرتدي بدلة ونظارات على يمين الإطار، وإلى يساره نص عربي بخط أبيض على خلفية سوداء داخل علامات اقتباس. يذكر النص اسم ""غدعون ساعر"" ومنصبه كوزير الخارجية الإسرائيلي.","تُظهر الصورة رجلًا يرتدي بدلة ونظارات على يمين الإطار، وإلى يساره نص عربي بخط أبيض على خلفية سوداء داخل علامات اقتباس. يذكر النص اسم ""غدعون ساعر"" ومنصبه كوزير الخارجية الإسرائيلي.",True,"The photograph shows a man wearing a suit and glasses on the right of the frame, and to his left an Arabic text with a white line on a black background inside a quote. The text mentions the name of ""Geddon Sa'er"" and his position as Israeli Foreign Minister.","The photograph shows a man wearing a suit and glasses on the right of the frame, and to his left an Arabic text with a white line on a black background inside a quote. The text mentions the name of ""a person"" and his position as Israeli Foreign Minister."
1443,142.jpg,142.jpg,تُظهر الصورة رجلًا بشعر رمادي يرتدي بدلة داكنة وربطة عنق زرقاء وشارة علم إسرائيل على سترته، يقف أمام خلفية سوداء. على يسار الصورة، يظهر نص عربي طويل مكتوب باللون الأبيض بين علامتي اقتباس، ويُنسب إلى بنيامين نتنياهو.,تُظهر الصورة رجلًا بشعر رمادي يرتدي بدلة داكنة وربطة عنق زرقاء وشارة علم إسرائيل على سترته، يقف أمام خلفية سوداء. على يسار الصورة، يظهر نص عربي طويل مكتوب باللون الأبيض بين علامتي اقتباس، ويُنسب إلى بنيامين نتنياهو.,True,"The picture shows a man with gray hair wearing a dark suit, a blue tie, and an Israeli flag badge on his jacket, standing in the face of a black background. On the left of the picture, a long, white Arabic text appears between quotes, attributed to Benjamin Netanyahu.","The picture shows a man with gray hair wearing a dark suit, a blue tie, and an Israeli flag badge on his jacket, standing in the face of a black background. On the left of the picture, a long, white Arabic text appears between quotes, attributed to a public official."
1444,143.jpg,143.jpg,تظهر الصورة جنوداً يرتدون الزي العسكري وهم يحملون تابوتاً مغطى بالعلم الإسرائيلي، ويسيرون ضمن موكب.,تظهر الصورة جنوداً يرتدون الزي العسكري وهم يحملون تابوتاً مغطى بالعلم الإسرائيلي، ويسيرون ضمن موكب.,True,"The photograph shows soldiers in uniform carrying a coffin covered in the Israeli flag, walking into a parade.","The photograph shows soldiers in uniform carrying a coffin covered in the Israeli flag, walking into a parade."
1445,144.jpg,144.jpg,تظهر الصورة رجلاً بلحية يرتدي زياً عسكرياً بلون كاكي وقبعة بيريه زرقاء.,تظهر الصورة رجلاً بلحية يرتدي زياً عسكرياً بلون كاكي وقبعة بيريه زرقاء.,True,The picture shows a bearded man wearing a khaki-colored uniform and a blue Bere hat.,The picture shows a bearded man wearing a khaki-colored uniform and a blue Bere hat.
1446,145.jpg,145.jpg,تُظهر الصورة رجلاً يرتدي سترة عسكرية بلون زيتي وقميصاً داكناً، ينظر مباشرة إلى الكاميرا بوجه يحمل لحية خفيفة وشعر داكن.,تُظهر الصورة رجلاً يرتدي سترة عسكرية بلون زيتي وقميصاً داكناً، ينظر مباشرة إلى الكاميرا بوجه يحمل لحية خفيفة وشعر داكن.,True,"The picture shows a man wearing an oil-colored military jacket and a dark shirt, looking straight at the camera with a light beard and dark hair.","The picture shows a man wearing an oil-colored military jacket and a dark shirt, looking straight at the camera with a light beard and dark hair."
1447,151.jpg,151.jpg,تُظهر الصورة مجموعة كبيرة من الوجوه الفردية مرتبة في صفوف وأعمدة على خلفية سوداء. كل وجه هو صورة بورتريه لشخص مختلف.,تُظهر الصورة مجموعة كبيرة من الوجوه الفردية مرتبة في صفوف وأعمدة على خلفية سوداء. كل وجه هو صورة بورتريه لشخص مختلف.,True,The picture shows a wide range of individual faces arranged in rows and columns on a black background. Each face is a portrait of a different person.,The picture shows a wide range of individual faces arranged in rows and columns on a black background. Each face is a portrait of a different person.
1448,152.jpg,152.jpg,تُظهر الصورة رجلًا ملتحيًا يحمل شيئًا برتقاليًا، يجلس بجانب امرأة وطفلين. يظهر أحد الأطفال مرتديًا قميصًا مخططًا ويمسك لعبة زرقاء.,تُظهر الصورة رجلًا ملتحيًا يحمل شيئًا برتقاليًا، يجلس بجانب امرأة وطفلين. يظهر أحد الأطفال مرتديًا قميصًا مخططًا ويمسك لعبة زرقاء.,True,"The picture shows a bearded man carrying something orange, sitting next to a woman and two kids, showing one of the kids wearing a shirt and holding a blue game.","The picture shows a bearded man carrying something orange, sitting next to a woman and two kids, showing one of the kids wearing a shirt and holding a blue game."
1449,153.jpg,153.jpg,تُظهر الصورة رجلاً مبتسماً يقف بجانب فتاة تجلس في كرسي متحرك، وكلاهما في منطقة مفتوحة ذات خيام بيضاء في الخلفية.,تُظهر الصورة رجلاً مبتسماً يقف بجانب فتاة تجلس في كرسي متحرك، وكلاهما في منطقة مفتوحة ذات خيام بيضاء في الخلفية.,True,"The picture shows a smiling man standing next to a girl sitting in a wheelchair, both in an open area with white tents in the background.","The picture shows a smiling man standing next to a girl sitting in a wheelchair, both in an open area with white tents in the background."
1450,154.jpg,154.jpg,تُظهر الصورة شاباً بلحية داكنة وشعر داكن، يرتدي قميصاً أزرق فاتحاً ويبتسم للكاميرا. يبدو الشاب جالساً داخل سيارة.,تُظهر الصورة شاباً بلحية داكنة وشعر داكن، يرتدي قميصاً أزرق فاتحاً ويبتسم للكاميرا. يبدو الشاب جالساً داخل سيارة.,True,"The picture shows a young man with a dark beard and dark hair, wearing a light blue shirt and smiling at the camera.","The picture shows a young man with a dark beard and dark hair, wearing a light blue shirt and smiling at the camera."
1451,155.jpg,155.jpg,تُظهر الصورة حشدًا من الناس، بينهم جنود بزي عسكري ومدنيون، يتجمعون حول نعش مغطى بقماش أزرق وأبيض. ينحني بعضهم فوق النعش الذي يوضع في حفرة بالأرض.,تُظهر الصورة حشدًا من الناس، بينهم جنود بزي عسكري ومدنيون، يتجمعون حول نعش مغطى بقماش أزرق وأبيض. ينحني بعضهم فوق النعش الذي يوضع في حفرة بالأرض.,True,"The picture shows a crowd of people, including soldiers in uniform and civilians, gathering around a coffin covered in blue and white cloth, some bending over the coffin placed in a hole in the ground.","The picture shows a crowd of people, including soldiers in uniform and civilians, gathering around a coffin covered in blue and white cloth, some bending over the coffin placed in a hole in the ground."
1452,156.jpg,156.jpg,يظهر رجل بلحية يبتسم مرتديًا زيًا عسكريًا يتضمن خوذة ونظارات شمسية وسترة تكتيكية. يحمل سلاحًا ويظهر في بيئة خارجية تحت مظلة شبكية.,يظهر رجل بلحية يبتسم مرتديًا زيًا عسكريًا يتضمن خوذة ونظارات شمسية وسترة تكتيكية. يحمل سلاحًا ويظهر في بيئة خارجية تحت مظلة شبكية.,True,"A man with a beard who smiles in uniform with a helmet, sunglasses and a tactical jacket, carrying a weapon and appearing in an outside environment under a network umbrella.","A man with a beard who smiles in uniform with a helmet, sunglasses and a tactical jacket, carrying a weapon and appearing in an outside environment under a network umbrella."
1453,157.jpg,157.jpg,يظهر في الصورة شاب يبتسم، ذو شعر داكن، شارب ولحية قصيرة، يرتدي قميص بولو داكناً.,يظهر في الصورة شاب يبتسم، ذو شعر داكن، شارب ولحية قصيرة، يرتدي قميص بولو داكناً.,True,"The picture shows a young man smiling, dark hair, moustache and short beard, wearing a dark polo shirt.","The picture shows a young man smiling, dark hair, moustache and short beard, wearing a dark polo shirt."
1454,158.jpg,158.jpg,يظهر في الصورة جندي شاب يرتدي زيًا عسكريًا أخضر وقبعة بيريه بنية، ويحمل بندقية. يقف الشاب بين مجموعة من الجنود الآخرين وخلفهم حشد من الناس.,يظهر في الصورة جندي شاب يرتدي زيًا عسكريًا أخضر وقبعة بيريه بنية، ويحمل بندقية. يقف الشاب بين مجموعة من الجنود الآخرين وخلفهم حشد من الناس.,True,"A young soldier in a green uniform and a brown Bere hat, with a gun, appears in the picture. The young man stands among a group of other soldiers and leaves them a crowd of people.","A young soldier in a green uniform and a brown Bere hat, with a gun, appears in the picture. The young man stands among a group of other soldiers and leaves them a crowd of people."
1455,159.jpg,159.jpg,تظهر الصورة شاباً يبتسم، يرتدي نظارة وقميصاً أحمر اللون، ويملك لحية خفيفة.,تظهر الصورة شاباً يبتسم، يرتدي نظارة وقميصاً أحمر اللون، ويملك لحية خفيفة.,True,"The picture shows a young man smiling, wearing glasses and a red shirt, with a light beard.","The picture shows a young man smiling, wearing glasses and a red shirt, with a light beard."
1456,160.jpg,160.jpg,تظهر الصورة عن قرب رجلاً يبتسم وله لحية داكنة، مع نظارات شمسية على رأسه. تظهر خلفية الصورة بلون فاتح وضبابي.,تظهر الصورة عن قرب رجلاً يبتسم وله لحية داكنة، مع نظارات شمسية على رأسه. تظهر خلفية الصورة بلون فاتح وضبابي.,True,"The image shows a man who smiles and has a dark beard, with sunglasses on his head.","The image shows a man who smiles and has a dark beard, with sunglasses on his head."
1457,161.jpg,161.jpg,تُظهر الصورة شاباً بشعر قصير يرتدي قميصاً أزرق، ينظر مباشرة إلى الكاميرا من داخل ما يبدو أنها سيارة.,تُظهر الصورة شاباً بشعر قصير يرتدي قميصاً أزرق، ينظر مباشرة إلى الكاميرا من داخل ما يبدو أنها سيارة.,True,"The picture shows a young man with short hair wearing a blue shirt, looking straight at the camera from inside what appears to be a car.","The picture shows a young man with short hair wearing a blue shirt, looking straight at the camera from inside what appears to be a car."
1458,162.jpg,162.jpg,صورة مقرّبة لشاب بلحية يرتدي قبعة سوداء وقرطًا دائريًا كبيرًا في أذنه، يبتسم ناظرًا للأعلى، وخلفه يظهر شاب آخر بملامح غير واضحة.,صورة مقرّبة لشاب بلحية يرتدي قبعة سوداء وقرطًا دائريًا كبيرًا في أذنه، يبتسم ناظرًا للأعلى، وخلفه يظهر شاب آخر بملامح غير واضحة.,True,"A close-up picture of a guy with a beard wearing a black hat and a big round earring, smiling up, and behind him, another guy shows up with indistinct glimpses.","A close-up picture of a guy with a beard wearing a black hat and a big round earring, smiling up, and behind him, another guy shows up with indistinct glimpses."
1459,163.jpg,163.jpg,تجمع أشخاص يرتدون ملابس مدنية وعسكرية حول ما يبدو أنه قبر، حيث تُرى امرأة تُعزي رجلًا يبدو عليه الحزن الشديد.,تجمع أشخاص يرتدون ملابس مدنية وعسكرية حول ما يبدو أنه قبر، حيث تُرى امرأة تُعزي رجلًا يبدو عليه الحزن الشديد.,True,"People dressed in civilian and military clothes gather around what appears to be a grave, where a woman is seen consoling a man who seems very sad.","People dressed in civilian and military clothes gather around what appears to be a grave, where a woman is seen consoling a man who seems very sad."
1460,164.jpg,164.jpg,يظهر في الصورة رجل بلحية داكنة وشعر قصير، يرتدي قميصًا أزرق فاتح، وينظر مباشرة إلى الكاميرا. تبدو الخلفية مكانًا داخليًا بإضاءة دافئة وبعض النباتات المعلقة.,يظهر في الصورة رجل بلحية داكنة وشعر قصير، يرتدي قميصًا أزرق فاتح، وينظر مباشرة إلى الكاميرا. تبدو الخلفية مكانًا داخليًا بإضاءة دافئة وبعض النباتات المعلقة.,True,"The picture shows a guy with a dark beard and short hair, wearing a light blue shirt, looking straight at the camera. The background looks like a warm indoor lighting space and some suspended plants.","The picture shows a guy with a dark beard and short hair, wearing a light blue shirt, looking straight at the camera. The background looks like a warm indoor lighting space and some suspended plants."
1461,165.jpg,165.jpg,تُظهر الصورة رجلاً شاباً بابتسامة عريضة ولحية، يرتدي زياً عسكرياً باللون الزيتي وقبعة خضراء صغيرة على رأسه. يمر حزام أسود على كتفه وصدره.,تُظهر الصورة رجلاً شاباً بابتسامة عريضة ولحية، يرتدي زياً عسكرياً باللون الزيتي وقبعة خضراء صغيرة على رأسه. يمر حزام أسود على كتفه وصدره.,True,"The picture shows a young man with a big smile and a beard, wearing an oily uniform and a little green hat on his head, passing a black belt on his shoulder and chest.","The picture shows a young man with a big smile and a beard, wearing an oily uniform and a little green hat on his head, passing a black belt on his shoulder and chest."
1462,166.jpg,166.jpg,يظهر شاب يرتدي زيًا عسكريًا وقبعة خضراء، يحمل بندقية ومصحفًا مزخرفًا. وخلفه يقف أشخاص آخرون بزي عسكري مماثل.,يظهر شاب يرتدي زيًا عسكريًا وقبعة خضراء، يحمل بندقية ومصحفًا مزخرفًا. وخلفه يقف أشخاص آخرون بزي عسكري مماثل.,True,"A guy in a uniform and a green hat with a gun and a fake newspaper shows up behind him, and other people stand in a similar uniform.","A guy in a uniform and a green hat with a gun and a fake newspaper shows up behind him, and other people stand in a similar uniform."
1463,167.jpg,167.jpg,تُظهر الصورة لقطة مقربة لوجه رجل بلحية وشعر رمادي، يرتدي نظارة شمسية زرقاء على رأسه ويبتسم.,تُظهر الصورة لقطة مقربة لوجه رجل بلحية وشعر رمادي، يرتدي نظارة شمسية زرقاء على رأسه ويبتسم.,True,"The picture shows a close shot of a man's face with a beard and gray hair, wearing blue sunglasses on his head and smiling.","The picture shows a close shot of a man's face with a beard and gray hair, wearing blue sunglasses on his head and smiling."
1464,168.jpg,168.jpg,يظهر تجمع من الأشخاص حول تابوت أبيض مزين بنجمة داود زرقاء في مكان مفتوح. رجل ينحني بحزن واضح على التابوت، بينما يقف آخرون يواسونه ويعبرون عن الأسى.,يظهر تجمع من الأشخاص حول تابوت أبيض مزين بنجمة داود زرقاء في مكان مفتوح. رجل ينحني بحزن واضح على التابوت، بينما يقف آخرون يواسونه ويعبرون عن الأسى.,True,"There appears to be a gathering of people around a white coffin decorated by a blue David star in an open place. A man bends with a clear sadness over the coffin, while others stand by and express sorrow.","There appears to be a gathering of people around a white coffin decorated by a blue a person star in an open place. A man bends with a clear sadness over the coffin, while others stand by and express sorrow."
1465,169.jpg,169.jpg,تُظهر الصورة وجه رجل بشعر مجعد داكن ولحية وشارب. يرتدي قميصًا داكنًا وينظر مباشرة إلى الأمام.,تُظهر الصورة وجه رجل بشعر مجعد داكن ولحية وشارب. يرتدي قميصًا داكنًا وينظر مباشرة إلى الأمام.,True,"The picture shows a man's face with dark curly hair, beard and mustache, wearing a dark shirt and looking straight ahead.","The picture shows a man's face with dark curly hair, beard and mustache, wearing a dark shirt and looking straight ahead."
1466,170.jpg,170.jpg,تُظهر الصورة رجلاً أصلع مبتسماً، يرتدي قميصاً أسود اللون. يمتلك شارباً ولحية خفيفة على ذقنه، ويقف أمام خلفية فاتحة وبسيطة.,تُظهر الصورة رجلاً أصلع مبتسماً، يرتدي قميصاً أسود اللون. يمتلك شارباً ولحية خفيفة على ذقنه، ويقف أمام خلفية فاتحة وبسيطة.,True,"The picture shows a bald smiling man, wearing a black shirt with a mustache and a light beard on his chin, standing in front of a light and simple background.","The picture shows a bald smiling man, wearing a black shirt with a mustache and a light beard on his chin, standing in front of a light and simple background."
1467,171.jpg,171.jpg,يظهر في الصورة شاب يرتدي زيًا عسكريًا وسترة تكتيكية، مع سماعة أذن وميكروفون. يبتسم الشاب وينظر إلى الأعلى، وتظهر السماء الملبدة بالغيوم في الخلفية.,يظهر في الصورة شاب يرتدي زيًا عسكريًا وسترة تكتيكية، مع سماعة أذن وميكروفون. يبتسم الشاب وينظر إلى الأعلى، وتظهر السماء الملبدة بالغيوم في الخلفية.,True,"A young man in uniform and a tactical jacket appears in the picture, with an earpiece and a microphone. The young man smiles and looks up, and the dusty sky appears in the background.","A young man in uniform and a tactical jacket appears in the picture, with an earpiece and a microphone. The young man smiles and looks up, and the dusty sky appears in the background."
1468,172.jpg,172.jpg,يُظهر شاب يبتسم ويرتدي نظارات وشعرًا قصيرًا وشاربًا، مع أقراط صغيرة وقلادة. يرتدي قميصًا أبيض وخلفه جدار حجري.,يُظهر شاب يبتسم ويرتدي نظارات وشعرًا قصيرًا وشاربًا، مع أقراط صغيرة وقلادة. يرتدي قميصًا أبيض وخلفه جدار حجري.,True,"Shows a guy smiling and wearing glasses and short hair and moustache, with little earrings and a necklace wearing a white shirt with a stone wall behind it.","Shows a guy smiling and wearing glasses and short hair and moustache, with little earrings and a necklace wearing a white shirt with a stone wall behind it."
1469,173.jpg,173.jpg,تظهر الصورة رجلاً يبتسم ابتسامة عريضة ويرتدي قميصاً أبيض، مع خلفية بحرية ضبابية تظهر فيها بعض الأشكال البعيدة.,تظهر الصورة رجلاً يبتسم ابتسامة عريضة ويرتدي قميصاً أبيض، مع خلفية بحرية ضبابية تظهر فيها بعض الأشكال البعيدة.,True,"The picture shows a man who smiles wide and wears a white shirt, with a foggy marine background showing some distant shapes.","The picture shows a man who smiles wide and wears a white shirt, with a foggy marine background showing some distant shapes."
1470,174.jpg,174.jpg,تُظهر الصورة رجلاً يبتسم في الهواء الطلق، ولديه لحية وشعر طويل، مع إصابة واضحة على ذراعه اليمنى.,تُظهر الصورة رجلاً يبتسم في الهواء الطلق، ولديه لحية وشعر طويل، مع إصابة واضحة على ذراعه اليمنى.,True,"The picture shows a man smiling in the open air, with a long beard and hair, with a clear injury to his right arm.","The picture shows a man smiling in the open air, with a long beard and hair, with a clear injury to his right arm."
1471,175.jpg,175.jpg,تُظهر الصورة حشدًا من الأشخاص، بينهم رجال يرتدون قلنسوات وجنود، يشاركون في مراسم دفن حزينة حول قبر مغطى بقماش أبيض ويزيّنه الزهور.,تُظهر الصورة حشدًا من الأشخاص، بينهم رجال يرتدون قلنسوات وجنود، يشاركون في مراسم دفن حزينة حول قبر مغطى بقماش أبيض ويزيّنه الزهور.,True,"The picture shows a crowd of people, including men in hoods and soldiers, participating in a sad burial ceremony around a grave covered in white cloth and weighed by flowers.","The picture shows a crowd of people, including men in hoods and soldiers, participating in a sad burial ceremony around a grave covered in white cloth and weighed by flowers."
